order_id,order_number,customer_id,order_date,ship_date,subtotal,tax,freight,total,total_cost,margin,status,payment_status,po_number
9130,ORD-202504-00345,136,2025-04-09,2025-04-09,18405.45,1219.36,171.91,19796.72,13717.08,0.2547,PENDING,PARTIAL,PO-00136-7735
9131,ORD-202504-00346,68,2025-04-15,2025-04-17,2660.09,176.23,71.44,2907.76,1719.11,0.3537,PENDING,PAID,PO-00068-3610
9132,ORD-202504-00347,46,2025-04-03,2025-04-03,7739.56,464.37,195.51,8399.44,4818.21,0.3775,SHIPPED,PAID,PO-00046-8651
9133,ORD-202504-00348,135,2025-04-14,2025-04-15,5256.92,315.42,75.36,5647.70,3208.64,0.3896,PENDING,UNPAID,PO-00135-6655
9134,ORD-202504-00349,95,2025-04-14,2025-04-14,4895.54,293.73,101.34,5290.61,2922.28,0.4031,SHIPPED,PAID,PO-00095-1404
9135,ORD-202504-00350,108,2025-04-08,2025-04-11,8043.96,482.64,154.80,8681.40,5022.65,0.3756,SHIPPED,PAID,PO-00108-6516
9136,ORD-202504-00351,47,2025-04-01,2025-04-04,2036.40,134.91,78.10,2249.41,1257.48,0.3825,SHIPPED,UNPAID,PO-00047-5457
9137,ORD-202504-00352,106,2025-04-30,2025-05-01,14265.67,945.10,154.87,15365.64,10142.39,0.289,SHIPPED,UNPAID,PO-00106-3512
9138,ORD-202504-00353,5,2025-04-29,2025-04-30,5779.03,346.74,133.80,6259.57,3723.56,0.3557,SHIPPED,PAID,PO-00005-1538
9139,ORD-202504-00354,76,2025-04-07,2025-04-10,5331.96,319.92,170.83,5822.71,3318.00,0.3777,SHIPPED,UNPAID,PO-00076-3017
9140,ORD-202504-00355,86,2025-04-08,2025-04-09,7519.17,451.15,91.08,8061.40,4730.67,0.3709,SHIPPED,PAID,PO-00086-4681
9141,ORD-202504-00356,18,2025-04-25,2025-04-28,1563.54,93.81,62.48,1719.83,833.24,0.4671,PENDING,PAID,PO-00018-9646
9142,ORD-202504-00357,59,2025-04-07,2025-04-08,2133.64,128.02,113.78,2375.44,1440.68,0.3248,CANCELLED,UNPAID,PO-00059-4570
9143,ORD-202504-00358,13,2025-04-16,2025-04-17,5277.28,349.62,164.54,5791.44,2968.91,0.4374,PENDING,UNPAID,PO-00013-1047
9144,ORD-202504-00359,102,2025-04-30,2025-04-30,6267.73,376.06,152.38,6796.17,3823.11,0.39,SHIPPED,PARTIAL,PO-00102-6806
9145,ORD-202504-00360,101,2025-04-11,2025-04-11,789.64,52.31,55.27,897.22,466.00,0.4099,CANCELLED,UNPAID,PO-00101-9520
9146,ORD-202504-00361,3,2025-04-15,2025-04-18,5811.09,384.98,159.56,6355.63,3719.44,0.3599,PENDING,PARTIAL,PO-00003-7609
9147,ORD-202504-00362,108,2025-04-23,2025-04-24,3231.94,193.92,102.31,3528.17,1957.09,0.3945,SHIPPED,PAID,PO-00108-4123
9148,ORD-202504-00363,83,2025-04-09,2025-04-10,2395.17,158.68,47.06,2600.91,1541.33,0.3565,PENDING,UNPAID,PO-00083-2399
9149,ORD-202504-00364,122,2025-04-03,2025-04-03,2777.13,166.63,96.03,3039.79,1764.06,0.3648,SHIPPED,PAID,PO-00122-2717
9150,ORD-202504-00365,8,2025-04-03,2025-04-08,3919.57,235.17,112.56,4267.30,2591.73,0.3388,PENDING,UNPAID,PO-00008-2387
9151,ORD-202504-00366,43,2025-04-22,2025-04-23,1609.01,106.60,62.18,1777.79,1025.36,0.3627,PENDING,UNPAID,PO-00043-2696
9152,ORD-202504-00367,97,2025-04-07,2025-04-10,992.85,65.78,61.65,1120.28,651.64,0.3437,SHIPPED,PAID,PO-00097-3119
9153,ORD-202504-00368,132,2025-04-22,2025-04-25,3507.09,210.43,45.81,3763.33,2311.71,0.3408,SHIPPED,PAID,PO-00132-1165
9154,ORD-202504-00369,33,2025-04-08,2025-04-09,20800.68,1378.05,197.63,22376.36,15810.46,0.2399,PENDING,PARTIAL,PO-00033-2363
9155,ORD-202504-00370,98,2025-04-22,2025-04-23,1128.68,59.82,62.15,1250.65,690.52,0.3882,SHIPPED,UNPAID,PO-00098-6095
9156,ORD-202504-00371,69,2025-04-11,2025-04-14,6085.16,365.11,175.31,6625.58,3839.74,0.369,PENDING,PAID,PO-00069-5881
9157,ORD-202504-00372,140,2025-04-27,2025-04-27,3405.12,180.47,87.90,3673.49,2177.21,0.3606,PENDING,PAID,PO-00140-7580
9158,ORD-202504-00373,87,2025-04-21,2025-04-24,2103.94,111.51,78.45,2293.90,1157.94,0.4496,PENDING,PARTIAL,PO-00087-4464
9159,ORD-202504-00374,48,2025-04-05,2025-04-08,769.62,46.18,52.33,868.13,478.26,0.3786,PENDING,UNPAID,PO-00048-5237
9160,ORD-202504-00375,51,2025-04-25,2025-04-28,2021.16,107.12,71.24,2199.52,1228.59,0.3921,SHIPPED,PARTIAL,PO-00051-2747
9161,ORD-202504-00376,44,2025-04-21,2025-04-24,16027.30,961.64,146.42,17135.36,11930.50,0.2556,SHIPPED,PARTIAL,PO-00044-5690
9162,ORD-202504-00377,59,2025-04-29,2025-05-01,6586.88,395.21,193.47,7175.56,4256.44,0.3538,PENDING,PAID,PO-00059-9722
9163,ORD-202504-00378,56,2025-04-18,2025-04-21,991.83,65.71,41.29,1098.83,596.48,0.3986,SHIPPED,PARTIAL,PO-00056-4908
9164,ORD-202504-00379,101,2025-04-12,2025-04-14,2606.44,172.68,73.46,2852.58,1701.67,0.3471,PENDING,UNPAID,PO-00101-3067
9165,ORD-202504-00380,15,2025-04-08,2025-04-10,1681.45,100.89,50.34,1832.68,999.09,0.4058,PENDING,PAID,PO-00015-5200
9166,ORD-202504-00381,40,2025-04-01,2025-04-04,7515.87,450.95,193.05,8159.87,5670.53,0.2455,SHIPPED,PAID,PO-00040-8545
9167,ORD-202504-00382,141,2025-04-21,2025-04-23,9882.11,654.69,103.89,10640.69,6312.54,0.3612,SHIPPED,PAID,PO-00141-1106
9168,ORD-202504-00383,91,2025-04-08,2025-04-10,3987.01,264.14,82.69,4333.84,2520.13,0.3679,SHIPPED,UNPAID,PO-00091-6480
9169,ORD-202504-00384,133,2025-04-02,2025-04-07,1514.99,80.29,49.19,1644.47,957.06,0.3683,PENDING,UNPAID,PO-00133-6377
9170,ORD-202504-00385,3,2025-04-17,2025-04-18,4430.38,293.51,66.74,4790.63,2800.50,0.3679,PENDING,UNPAID,PO-00003-2393
9171,ORD-202504-00386,110,2025-04-08,2025-04-10,5389.61,323.38,119.05,5832.04,3476.92,0.3549,PENDING,UNPAID,PO-00110-9744
9172,ORD-202504-00387,28,2025-04-28,2025-05-01,5786.07,383.33,112.76,6282.16,4012.53,0.3065,SHIPPED,UNPAID,PO-00028-6894
9173,ORD-202504-00388,77,2025-04-18,2025-04-22,9746.48,584.79,97.63,10428.90,6885.32,0.2936,PENDING,UNPAID,PO-00077-5937
9174,ORD-202504-00389,68,2025-04-27,2025-04-29,15732.23,1042.26,177.72,16952.21,11612.58,0.2619,PENDING,PARTIAL,PO-00068-2675
9175,ORD-202504-00390,127,2025-04-17,2025-04-22,4729.76,283.79,111.75,5125.30,3208.11,0.3217,SHIPPED,PAID,PO-00127-4919
9176,ORD-202504-00391,149,2025-04-16,2025-04-21,6070.71,364.24,160.58,6595.53,4876.37,0.1967,PENDING,UNPAID,PO-00149-7201
9177,ORD-202504-00392,4,2025-04-08,2025-04-08,2463.13,130.55,89.83,2683.51,1524.67,0.381,PENDING,PARTIAL,PO-00004-7893
9178,ORD-202505-00001,18,2025-05-03,2025-05-05,2622.90,157.37,100.42,2880.69,1716.30,0.3456,SHIPPED,PAID,PO-00018-6044
9179,ORD-202505-00002,130,2025-05-15,2025-05-19,1665.58,110.34,47.80,1823.72,1046.67,0.3716,PENDING,PAID,PO-00130-3649
9180,ORD-202505-00003,12,2025-05-19,2025-05-21,2791.27,147.94,63.76,3002.97,1772.51,0.365,SHIPPED,PAID,PO-00012-6718
9181,ORD-202505-00004,4,2025-05-19,2025-05-21,4110.35,217.85,53.71,4381.91,2782.48,0.3231,PENDING,PAID,PO-00004-7800
9182,ORD-202505-00005,58,2025-05-20,2025-05-23,1062.68,70.40,37.13,1170.21,693.49,0.3474,SHIPPED,PAID,PO-00058-4739
9183,ORD-202505-00006,144,2025-05-20,2025-05-22,776.80,46.61,28.61,852.02,454.34,0.4151,SHIPPED,PARTIAL,PO-00144-3601
9184,ORD-202505-00007,38,2025-05-30,2025-06-03,12971.75,778.30,124.54,13874.59,9581.18,0.2614,SHIPPED,PAID,PO-00038-7747
9185,ORD-202505-00008,23,2025-05-09,2025-05-12,12030.29,721.82,141.23,12893.34,9342.84,0.2234,PENDING,UNPAID,PO-00023-8244
9186,ORD-202505-00009,48,2025-05-29,2025-05-29,4855.73,291.34,51.93,5199.00,2987.37,0.3848,PENDING,PAID,PO-00048-8110
9187,ORD-202505-00010,118,2025-05-05,2025-05-08,3289.32,217.92,117.01,3624.25,2112.54,0.3578,SHIPPED,UNPAID,PO-00118-5356
9188,ORD-202505-00011,129,2025-05-18,2025-05-18,4136.11,274.02,117.74,4527.87,2555.93,0.382,SHIPPED,PAID,PO-00129-1105
9189,ORD-202505-00012,70,2025-05-20,2025-05-21,4336.70,260.20,99.23,4696.13,2704.84,0.3763,SHIPPED,PAID,PO-00070-2518
9190,ORD-202505-00013,38,2025-05-15,2025-05-15,3059.96,183.60,63.22,3306.78,1965.70,0.3576,PENDING,UNPAID,PO-00038-2195
9191,ORD-202505-00014,32,2025-05-05,2025-05-08,2909.59,174.58,111.04,3195.21,1732.40,0.4046,CANCELLED,UNPAID,PO-00032-5521
9192,ORD-202505-00015,111,2025-05-12,2025-05-14,5660.19,339.61,93.63,6093.43,3480.67,0.3851,PENDING,UNPAID,PO-00111-6612
9193,ORD-202505-00016,78,2025-05-21,2025-05-23,3689.24,221.35,58.21,3968.80,2200.14,0.4036,SHIPPED,PAID,PO-00078-6283
9194,ORD-202505-00017,104,2025-05-14,2025-05-16,6420.37,425.35,108.23,6953.95,4175.50,0.3496,SHIPPED,PARTIAL,PO-00104-3934
9195,ORD-202505-00018,143,2025-05-28,2025-05-28,573.49,37.99,32.15,643.63,413.95,0.2782,PENDING,PAID,PO-00143-2017
9196,ORD-202505-00019,70,2025-05-28,2025-05-30,11206.09,672.37,84.74,11963.20,6895.60,0.3847,CANCELLED,UNPAID,PO-00070-5932
9197,ORD-202505-00020,137,2025-05-28,2025-05-28,3340.12,200.41,84.82,3625.35,2259.51,0.3235,SHIPPED,UNPAID,PO-00137-3815
9198,ORD-202505-00021,143,2025-05-06,2025-05-08,2090.35,138.49,45.90,2274.74,1225.37,0.4138,PENDING,PAID,PO-00143-9859
9199,ORD-202505-00022,43,2025-05-02,2025-05-07,2636.47,174.67,76.70,2887.84,1710.09,0.3514,PENDING,PAID,PO-00043-5332
9200,ORD-202505-00023,129,2025-05-06,2025-05-08,4854.75,321.63,97.84,5274.22,3207.03,0.3394,PENDING,PAID,PO-00129-7122
9201,ORD-202505-00024,110,2025-05-27,2025-05-30,2583.64,155.02,66.82,2805.48,1668.34,0.3543,SHIPPED,PARTIAL,PO-00110-9777
9202,ORD-202505-00025,102,2025-05-26,2025-05-29,6154.91,369.29,125.40,6649.60,3681.41,0.4019,PENDING,UNPAID,PO-00102-7815
9203,ORD-202505-00026,64,2025-05-19,2025-05-21,3046.61,182.80,72.50,3301.91,1870.53,0.386,SHIPPED,PAID,PO-00064-7658
9204,ORD-202505-00027,93,2025-05-21,2025-05-21,5002.27,300.14,138.52,5440.93,2952.94,0.4097,SHIPPED,UNPAID,PO-00093-5423
9205,ORD-202505-00028,23,2025-05-07,2025-05-09,2983.12,178.99,108.87,3270.98,1750.35,0.4132,PENDING,PAID,PO-00023-9609
9206,ORD-202505-00029,34,2025-05-21,2025-05-21,2033.42,107.77,58.28,2199.47,1413.30,0.305,SHIPPED,UNPAID,PO-00034-2733
9207,ORD-202505-00030,93,2025-05-14,2025-05-16,6400.78,384.05,191.78,6976.61,4097.41,0.3599,SHIPPED,UNPAID,PO-00093-8101
9208,ORD-202505-00031,116,2025-05-06,2025-05-09,5017.95,301.08,137.32,5456.35,3358.01,0.3308,PENDING,UNPAID,PO-00116-9969
9209,ORD-202505-00032,50,2025-05-13,2025-05-14,3615.36,239.52,113.96,3968.84,2215.63,0.3872,SHIPPED,PARTIAL,PO-00050-2841
9210,ORD-202505-00033,105,2025-05-14,2025-05-16,3751.54,198.83,55.73,4006.10,2465.70,0.3427,SHIPPED,UNPAID,PO-00105-6993
9211,ORD-202505-00034,7,2025-05-09,2025-05-12,4749.95,314.68,67.98,5132.61,2924.07,0.3844,SHIPPED,PARTIAL,PO-00007-7042
9212,ORD-202505-00035,71,2025-05-21,2025-05-26,5562.95,368.55,92.28,6023.78,3380.73,0.3923,PENDING,UNPAID,PO-00071-4719
9213,ORD-202505-00036,45,2025-05-13,2025-05-13,1692.68,112.14,35.80,1840.62,957.04,0.4346,SHIPPED,UNPAID,PO-00045-3048
9214,ORD-202505-00037,22,2025-05-21,2025-05-23,1311.87,78.71,48.28,1438.86,809.52,0.3829,SHIPPED,UNPAID,PO-00022-1669
9215,ORD-202505-00038,138,2025-05-09,2025-05-12,23098.63,1385.92,185.55,24670.10,17661.42,0.2354,PENDING,UNPAID,PO-00138-3467
9216,ORD-202505-00039,128,2025-05-08,2025-05-08,3250.97,195.06,61.71,3507.74,2194.66,0.3249,SHIPPED,PARTIAL,PO-00128-8560
9217,ORD-202505-00040,122,2025-05-16,2025-05-21,5376.57,322.59,164.51,5863.67,3508.93,0.3474,SHIPPED,PARTIAL,PO-00122-1559
9218,ORD-202505-00041,26,2025-05-22,2025-05-26,1792.48,95.00,31.53,1919.01,1106.25,0.3828,SHIPPED,PAID,PO-00026-3418
9219,ORD-202505-00042,109,2025-05-22,2025-05-27,6243.99,413.66,118.89,6776.54,3743.27,0.4005,SHIPPED,UNPAID,PO-00109-8321
9220,ORD-202505-00043,105,2025-05-29,2025-05-30,2957.59,156.75,75.32,3189.66,1655.31,0.4403,PENDING,PAID,PO-00105-6345
9221,ORD-202505-00044,4,2025-05-15,2025-05-19,3435.76,182.10,62.98,3680.84,2261.18,0.3419,SHIPPED,PARTIAL,PO-00004-3155
9222,ORD-202505-00045,34,2025-05-12,2025-05-12,4622.03,244.97,60.09,4927.09,2983.25,0.3546,SHIPPED,UNPAID,PO-00034-3030
9223,ORD-202505-00046,67,2025-05-07,2025-05-12,4775.28,316.36,110.87,5202.51,3103.34,0.3501,SHIPPED,PAID,PO-00067-2540
9224,ORD-202505-00047,40,2025-05-10,2025-05-10,655.78,39.35,29.52,724.65,474.84,0.2759,PENDING,PAID,PO-00040-8060
9225,ORD-202505-00048,50,2025-05-05,2025-05-07,1796.45,119.01,61.72,1977.18,1131.71,0.37,SHIPPED,UNPAID,PO-00050-7901
9226,ORD-202505-00049,128,2025-05-12,2025-05-13,1886.62,113.20,45.00,2044.82,1211.13,0.358,PENDING,UNPAID,PO-00128-9460
9227,ORD-202505-00050,120,2025-05-26,2025-05-26,3214.75,192.88,115.64,3523.27,1949.90,0.3935,PENDING,UNPAID,PO-00120-2866
9228,ORD-202505-00051,88,2025-05-08,2025-05-08,3634.30,218.06,98.51,3950.87,2092.82,0.4241,PENDING,PAID,PO-00088-8153
9229,ORD-202505-00052,78,2025-05-16,2025-05-21,3977.75,238.66,108.70,4325.11,2535.02,0.3627,PENDING,UNPAID,PO-00078-1517
9230,ORD-202505-00053,55,2025-05-30,2025-05-30,2740.36,145.24,77.35,2962.95,1578.76,0.4239,PENDING,UNPAID,PO-00055-3962
9231,ORD-202505-00054,22,2025-05-09,2025-05-09,2367.85,142.07,95.58,2605.50,1397.57,0.4098,SHIPPED,PAID,PO-00022-8969
9232,ORD-202505-00055,58,2025-05-05,2025-05-05,2988.63,198.00,95.77,3282.40,1876.39,0.3722,SHIPPED,UNPAID,PO-00058-1216
9233,ORD-202505-00056,107,2025-05-09,2025-05-14,1873.68,112.42,38.55,2024.65,1011.26,0.4603,SHIPPED,PARTIAL,PO-00107-7467
9234,ORD-202505-00057,31,2025-05-14,2025-05-19,6023.52,399.06,169.72,6592.30,4694.56,0.2206,PENDING,UNPAID,PO-00031-1880
9235,ORD-202505-00058,6,2025-05-13,2025-05-15,5573.32,334.40,177.86,6085.58,4414.31,0.208,SHIPPED,PARTIAL,PO-00006-7999
9236,ORD-202505-00059,17,2025-05-16,2025-05-19,1208.28,72.50,57.83,1338.61,745.44,0.3831,PENDING,UNPAID,PO-00017-4563
9237,ORD-202505-00060,140,2025-05-15,2025-05-20,3436.35,182.13,71.62,3690.10,2214.03,0.3557,PENDING,PAID,PO-00140-6047
9238,ORD-202505-00061,63,2025-05-19,2025-05-20,760.97,45.66,62.77,869.40,493.46,0.3515,PENDING,UNPAID,PO-00063-6823
9239,ORD-202505-00062,123,2025-05-21,2025-05-22,2761.04,165.66,100.74,3027.44,1569.01,0.4317,PENDING,UNPAID,PO-00123-4384
9240,ORD-202505-00063,75,2025-05-17,2025-05-21,2189.67,131.38,46.37,2367.42,1525.57,0.3033,PENDING,UNPAID,PO-00075-9048
9241,ORD-202505-00064,110,2025-05-05,2025-05-07,4230.35,253.82,119.48,4603.65,2611.67,0.3826,SHIPPED,PAID,PO-00110-4340
9242,ORD-202505-00065,58,2025-05-12,2025-05-13,2102.02,139.26,72.80,2314.08,1329.09,0.3677,SHIPPED,PARTIAL,PO-00058-3773
9243,ORD-202505-00066,40,2025-05-20,2025-05-20,10797.57,647.85,89.15,11534.57,8488.90,0.2138,PENDING,UNPAID,PO-00040-8836
9244,ORD-202505-00067,138,2025-05-02,2025-05-07,4346.29,260.78,46.62,4653.69,2831.45,0.3485,SHIPPED,UNPAID,PO-00138-9263
9245,ORD-202505-00068,17,2025-05-14,2025-05-15,5566.98,334.02,133.34,6034.34,3322.54,0.4032,PENDING,UNPAID,PO-00017-2604
9246,ORD-202505-00069,1,2025-05-20,2025-05-20,648.97,38.94,62.00,749.91,464.58,0.2841,PENDING,UNPAID,PO-00001-8828
9247,ORD-202505-00070,49,2025-05-26,2025-05-28,20177.38,1210.64,78.46,21466.48,15328.98,0.2403,PENDING,PAID,PO-00049-9517
9248,ORD-202505-00071,122,2025-05-03,2025-05-05,3143.59,188.62,47.47,3379.68,2072.82,0.3406,PENDING,PAID,PO-00122-8231
9249,ORD-202505-00072,53,2025-05-13,2025-05-16,1170.69,70.24,45.37,1286.30,768.64,0.3434,SHIPPED,PARTIAL,PO-00053-2654
9250,ORD-202505-00073,136,2025-05-01,2025-05-02,9500.23,629.39,121.69,10251.31,7044.67,0.2585,PENDING,UNPAID,PO-00136-7242
9251,ORD-202505-00074,33,2025-05-26,2025-05-27,7910.94,524.10,82.49,8517.53,4939.39,0.3756,PENDING,PAID,PO-00033-8883
9252,ORD-202505-00075,65,2025-05-12,2025-05-14,2479.60,148.78,90.23,2718.61,1560.56,0.3706,PENDING,PAID,PO-00065-7490
9253,ORD-202505-00076,107,2025-05-27,2025-05-27,2628.68,157.72,58.58,2844.98,1665.33,0.3665,PENDING,UNPAID,PO-00107-2774
9254,ORD-202505-00077,124,2025-05-16,2025-05-19,8280.12,496.81,162.39,8939.32,6181.57,0.2534,PENDING,UNPAID,PO-00124-4215
9255,ORD-202505-00078,69,2025-05-14,2025-05-14,5867.72,352.06,113.22,6333.00,3707.35,0.3682,PENDING,UNPAID,PO-00069-3136
9256,ORD-202505-00079,53,2025-05-27,2025-05-27,6253.24,375.19,174.96,6803.39,4171.24,0.3329,PENDING,UNPAID,PO-00053-8706
9257,ORD-202505-00080,71,2025-05-23,2025-05-26,3343.63,221.52,103.77,3668.92,1845.99,0.4479,SHIPPED,PARTIAL,PO-00071-5316
9258,ORD-202505-00081,112,2025-05-15,2025-05-15,8534.19,565.39,77.94,9177.52,5246.75,0.3852,SHIPPED,PARTIAL,PO-00112-4518
9259,ORD-202505-00082,135,2025-05-19,2025-05-19,1743.60,104.62,35.70,1883.92,1124.01,0.3554,SHIPPED,PAID,PO-00135-6678
9260,ORD-202505-00083,67,2025-05-07,2025-05-07,1344.29,89.06,40.33,1473.68,918.80,0.3165,SHIPPED,UNPAID,PO-00067-6022
9261,ORD-202505-00084,5,2025-05-20,2025-05-22,4215.56,252.93,61.81,4530.30,2887.96,0.3149,PENDING,PARTIAL,PO-00005-8526
9262,ORD-202505-00085,109,2025-05-21,2025-05-21,6223.86,412.33,178.24,6814.43,3769.45,0.3944,SHIPPED,PARTIAL,PO-00109-6750
9263,ORD-202505-00086,72,2025-05-22,2025-05-23,3602.96,190.96,96.10,3890.02,2403.24,0.333,PENDING,PARTIAL,PO-00072-3447
9264,ORD-202505-00087,96,2025-05-22,2025-05-26,4013.34,240.80,92.71,4346.85,2318.38,0.4223,SHIPPED,PAID,PO-00096-2144
9265,ORD-202505-00088,55,2025-05-23,2025-05-23,5714.43,302.86,145.71,6163.00,4226.32,0.2604,PENDING,PARTIAL,PO-00055-4583
9266,ORD-202505-00089,82,2025-05-30,2025-06-03,1942.91,102.97,26.47,2072.35,1156.80,0.4046,CANCELLED,UNPAID,PO-00082-5028
9267,ORD-202505-00090,30,2025-05-07,2025-05-09,3185.25,191.11,79.37,3455.73,1853.11,0.4182,SHIPPED,UNPAID,PO-00030-5120
9268,ORD-202505-00091,18,2025-05-30,2025-06-02,2062.21,123.73,52.80,2238.74,1388.33,0.3268,SHIPPED,PAID,PO-00018-6782
9269,ORD-202505-00092,42,2025-05-12,2025-05-15,10166.11,609.97,92.31,10868.39,8093.22,0.2039,SHIPPED,UNPAID,PO-00042-7977
9270,ORD-202505-00093,93,2025-05-12,2025-05-14,4502.80,270.17,65.29,4838.26,2979.03,0.3384,SHIPPED,UNPAID,PO-00093-6796
9271,ORD-202505-00094,104,2025-05-14,2025-05-16,1492.65,98.89,48.01,1639.55,908.36,0.3914,PENDING,UNPAID,PO-00104-6904
9272,ORD-202505-00095,60,2025-05-01,2025-05-01,2987.11,179.23,92.68,3259.02,2008.99,0.3274,SHIPPED,UNPAID,PO-00060-5994
9273,ORD-202505-00096,73,2025-05-28,2025-05-28,2336.67,154.80,87.08,2578.55,1493.30,0.3609,PENDING,PARTIAL,PO-00073-1907
9274,ORD-202505-00097,45,2025-05-26,2025-05-28,5441.13,360.47,174.34,5975.94,3429.00,0.3698,SHIPPED,PAID,PO-00045-9212
9275,ORD-202505-00098,26,2025-05-19,2025-05-21,3015.70,159.83,85.57,3261.10,1954.00,0.3521,PENDING,PAID,PO-00026-6988
9276,ORD-202505-00099,134,2025-05-10,2025-05-10,8472.25,561.29,97.96,9131.50,5125.54,0.395,PENDING,PARTIAL,PO-00134-5956
9277,ORD-202505-00100,21,2025-05-16,2025-05-21,668.03,40.08,37.39,745.50,368.61,0.4482,PENDING,PARTIAL,PO-00021-1325
9278,ORD-202505-00101,81,2025-05-12,2025-05-13,3444.96,206.70,113.35,3765.01,2134.44,0.3804,CANCELLED,UNPAID,PO-00081-2835
9279,ORD-202505-00102,123,2025-05-13,2025-05-14,2030.86,121.85,94.67,2247.38,1413.60,0.3039,PENDING,PAID,PO-00123-6195
9280,ORD-202505-00103,103,2025-05-06,2025-05-06,6846.84,410.81,102.70,7360.35,4127.19,0.3972,SHIPPED,UNPAID,PO-00103-7512
9281,ORD-202505-00104,33,2025-05-20,2025-05-20,22581.55,1496.03,197.94,24275.52,17563.45,0.2222,SHIPPED,UNPAID,PO-00033-4557
9282,ORD-202505-00105,137,2025-05-15,2025-05-20,3494.36,209.66,82.34,3786.36,2468.22,0.2937,SHIPPED,UNPAID,PO-00137-5446
9283,ORD-202505-00106,63,2025-05-05,2025-05-06,4952.55,297.15,107.12,5356.82,3122.19,0.3696,SHIPPED,UNPAID,PO-00063-3969
9284,ORD-202505-00107,22,2025-05-06,2025-05-06,192.88,11.57,25.95,230.40,122.49,0.3649,SHIPPED,PAID,PO-00022-6381
9285,ORD-202505-00108,25,2025-05-02,2025-05-06,3032.77,181.97,102.41,3317.15,1770.33,0.4163,PENDING,PAID,PO-00025-4400
9286,ORD-202505-00109,123,2025-05-04,2025-05-07,3700.41,222.02,101.66,4024.09,2266.68,0.3875,SHIPPED,UNPAID,PO-00123-2965
9287,ORD-202505-00110,83,2025-05-12,2025-05-12,2277.67,150.90,64.24,2492.81,1404.98,0.3832,PENDING,UNPAID,PO-00083-2940
9288,ORD-202505-00111,16,2025-05-05,2025-05-06,3739.58,224.37,102.30,4066.25,2299.64,0.3851,PENDING,UNPAID,PO-00016-7142
9289,ORD-202505-00112,25,2025-05-03,2025-05-07,5717.18,343.03,110.84,6171.05,3838.58,0.3286,SHIPPED,UNPAID,PO-00025-3580
9290,ORD-202505-00113,50,2025-05-13,2025-05-15,5897.07,390.68,174.82,6462.57,3476.10,0.4105,PENDING,UNPAID,PO-00050-2015
9291,ORD-202505-00114,73,2025-05-12,2025-05-12,1427.44,94.57,29.97,1551.98,828.52,0.4196,SHIPPED,PARTIAL,PO-00073-6075
9292,ORD-202505-00115,18,2025-05-06,2025-05-08,1327.38,79.64,26.56,1433.58,791.36,0.4038,PENDING,PAID,PO-00018-5596
9293,ORD-202505-00116,107,2025-05-07,2025-05-12,503.45,30.21,42.89,576.55,287.05,0.4298,PENDING,UNPAID,PO-00107-3308
9294,ORD-202505-00117,96,2025-05-16,2025-05-20,7394.95,443.70,113.77,7952.42,4674.33,0.3679,PENDING,PARTIAL,PO-00096-2414
9295,ORD-202505-00118,123,2025-05-21,2025-05-21,2199.21,131.95,115.11,2446.27,1408.08,0.3597,SHIPPED,UNPAID,PO-00123-9655
9296,ORD-202505-00119,43,2025-05-06,2025-05-09,23713.09,1570.99,160.81,25444.89,18187.11,0.233,PENDING,PAID,PO-00043-6960
9297,ORD-202505-00120,9,2025-05-12,2025-05-15,7677.68,460.66,140.52,8278.86,5100.29,0.3357,CANCELLED,UNPAID,PO-00009-4222
9298,ORD-202505-00121,24,2025-05-14,2025-05-16,4111.83,272.41,97.61,4481.85,2388.01,0.4192,SHIPPED,UNPAID,PO-00024-4142
9299,ORD-202505-00122,97,2025-05-22,2025-05-22,1858.17,123.10,47.47,2028.74,1151.44,0.3803,SHIPPED,PARTIAL,PO-00097-8938
9300,ORD-202505-00123,138,2025-05-16,2025-05-19,7640.49,458.43,165.97,8264.89,5127.69,0.3289,SHIPPED,PAID,PO-00138-7929
9301,ORD-202505-00124,139,2025-05-06,2025-05-09,1778.28,117.81,26.00,1922.09,1215.28,0.3166,PENDING,UNPAID,PO-00139-5653
9302,ORD-202505-00125,7,2025-05-01,2025-05-06,2736.97,181.32,111.98,3030.27,1695.24,0.3806,PENDING,PAID,PO-00007-2875
9303,ORD-202505-00126,139,2025-05-19,2025-05-19,4317.33,286.02,52.31,4655.66,2722.36,0.3694,PENDING,UNPAID,PO-00139-1822
9304,ORD-202505-00127,108,2025-05-19,2025-05-20,5677.95,340.68,128.94,6147.57,3477.87,0.3875,PENDING,PAID,PO-00108-8809
9305,ORD-202505-00128,129,2025-05-16,2025-05-21,3370.82,223.32,96.47,3690.61,2270.45,0.3264,SHIPPED,UNPAID,PO-00129-9593
9306,ORD-202505-00129,60,2025-05-27,2025-05-27,2537.25,152.23,117.86,2807.34,1691.10,0.3335,SHIPPED,PARTIAL,PO-00060-7045
9307,ORD-202505-00130,36,2025-05-29,2025-05-30,5395.67,323.74,173.88,5893.29,3354.00,0.3784,PENDING,PAID,PO-00036-3854
9308,ORD-202505-00131,64,2025-05-31,2025-06-02,1112.86,66.77,46.19,1225.82,666.65,0.401,PENDING,PAID,PO-00064-9954
9309,ORD-202505-00132,94,2025-05-13,2025-05-15,11223.19,594.83,110.62,11928.64,8953.08,0.2023,PENDING,PAID,PO-00094-8665
